Sample,X(ms) [05.01.2024 13:48:30 205 UTC],"firstHeater[%Q0.5]","secondHeater[%Q0.6]","thirdHeater[%Q0.7]"
26175,1704462738394.031457,0,0,0
26176,1704462738404.037332,0,0,0
26177,1704462738414.032207,0,0,0
26178,1704462738424.032281,0,0,0
26179,1704462738434.032275,0,0,0
26180,1704462738444.032409,0,0,0
26181,1704462738454.033475,0,0,0
26182,1704462738464.032207,0,0,0
26183,1704462738474.032371,1,1,1
26184,1704462738484.271684,1,1,1
26185,1704462738494.101278,1,1,1
26186,1704462738504.161225,1,1,1
26187,1704462738514.210311,1,1,1
26188,1704462738524.070012,1,1,1
26189,1704462738534.423288,1,1,1
26190,1704462738544.036517,1,1,1
26191,1704462738554.034487,1,1,1
26192,1704462738564.034281,1,1,1
26193,1704462738574.044995,1,1,1
26194,1704462738584.034389,1,1,1
26195,1704462738594.035785,1,1,1
26196,1704462738604.036340,1,1,1
26197,1704462738614.035723,1,1,1
26198,1704462738624.036739,1,1,1
26199,1704462738634.043917,1,1,1
26200,1704462738644.036938,1,1,1
26201,1704462738654.036571,1,1,1
26202,1704462738664.046995,1,1,1
26203,1704462738674.083086,0,0,0
26204,1704462738684.129247,0,0,0
26205,1704462738694.177902,0,0,0
26206,1704462738704.156326,0,0,0
26207,1704462738714.224147,0,0,0
26208,1704462738724.288732,0,0,0
26209,1704462738734.233973,0,0,0
26210,1704462738744.048509,0,0,0
26211,1704462738754.037072,0,0,0
26212,1704462738764.037126,0,0,0
26213,1704462738774.044414,0,0,0
26214,1704462738784.038366,0,0,0
26215,1704462738794.037018,0,0,0
26216,1704462738804.039937,0,0,0
26217,1704462738814.038018,0,0,0
26218,1704462738824.038052,0,0,0
26219,1704462738834.039799,0,0,0
26220,1704462738844.092612,0,0,0
26221,1704462738854.201911,0,0,0
26222,1704462738864.147323,0,0,0
26223,1704462738874.199194,0,0,0
26224,1704462738884.041092,0,0,0
26225,1704462738894.038841,0,0,0
26226,1704462738904.038946,0,0,0
26227,1704462738914.038900,0,0,0
26228,1704462738924.065273,0,0,0
26229,1704462738934.122164,0,0,0
26230,1704462738944.178283,0,0,0
26231,1704462738954.228261,0,0,0
26232,1704462738964.085567,0,0,0
26233,1704462738974.140003,0,0,0
26234,1704462738984.190793,0,0,0
26235,1704462738994.040946,0,0,0
26236,1704462739004.040819,0,0,0
26237,1704462739014.041414,0,0,0
26238,1704462739024.044033,0,0,0
26239,1704462739034.042114,0,0,0
26240,1704462739044.044061,0,0,0
26241,1704462739054.041982,0,0,0
26242,1704462739064.160067,0,0,0
26243,1704462739074.218581,0,0,0
26244,1704462739084.106054,0,0,0
26245,1704462739094.133569,0,0,0
26246,1704462739104.187996,0,0,0
26247,1704462739114.045803,0,0,0
26248,1704462739124.046408,0,0,0
26249,1704462739134.043246,0,0,0
26250,1704462739144.042849,0,0,0
26251,1704462739154.042793,0,0,0
26252,1704462739164.042988,0,0,0
26253,1704462739174.042771,0,0,0
26254,1704462739184.043877,0,0,0
26255,1704462739194.137807,0,0,0
26256,1704462739204.206420,0,0,0
26257,1704462739214.045182,0,0,0
26258,1704462739224.093536,0,0,0
26259,1704462739234.133415,0,0,0
26260,1704462739244.166942,0,0,0
26261,1704462739254.250082,0,0,0
26262,1704462739264.045412,0,0,0
26263,1704462739274.044845,0,0,0
26264,1704462739284.044909,0,0,0
26265,1704462739294.044633,0,0,0
26266,1704462739304.044887,0,0,0
26267,1704462739314.045653,0,0,0
26268,1704462739324.045917,0,0,0
26269,1704462739334.130961,0,0,0
26270,1704462739344.143699,0,0,0
26271,1704462739354.187545,0,0,0
26272,1704462739364.046194,0,0,0
26273,1704462739374.100560,0,0,0
26274,1704462739384.440963,0,0,0
26275,1704462739394.256911,0,0,0
26276,1704462739404.046661,0,0,0
26277,1704462739414.046695,0,0,0
26278,1704462739424.048151,0,0,0
26279,1704462739434.047645,0,0,0
26280,1704462739444.047709,0,0,0
26281,1704462739454.047633,0,0,0
26282,1704462739464.048418,0,0,0
26283,1704462739474.412826,1,1,1
26284,1704462739484.048717,1,1,1
26285,1704462739494.048711,1,1,1
26286,1704462739504.092547,1,1,1
26287,1704462739514.178552,1,1,1
26288,1704462739524.231035,1,1,1
26289,1704462739534.229957,1,1,1
26290,1704462739544.229750,1,1,1
26291,1704462739554.054926,1,1,1
26292,1704462739564.048759,1,1,1
26293,1704462739574.050236,1,1,1
26294,1704462739584.050460,1,1,1
26295,1704462739594.051115,1,1,1
26296,1704462739604.049526,1,1,1
26297,1704462739614.049510,1,1,1
26298,1704462739624.061747,1,1,1
26299,1704462739634.111114,1,1,1
26300,1704462739644.126346,1,1,1
26301,1704462739654.206731,1,1,1
26302,1704462739664.163725,1,1,1
26303,1704462739674.221467,1,1,1
26304,1704462739684.051863,0,0,0
26305,1704462739694.050564,0,0,0
26306,1704462739704.053925,0,0,0
26307,1704462739714.051354,0,0,0
26308,1704462739724.051448,0,0,0
26309,1704462739734.051823,0,0,0
26310,1704462739744.051556,0,0,0
26311,1704462739754.118085,0,0,0
26312,1704462739764.055201,0,0,0
26313,1704462739774.108705,0,0,0
26314,1704462739784.170255,0,0,0
26315,1704462739794.217808,0,0,0
26316,1704462739804.052592,0,0,0
26317,1704462739814.052737,0,0,0
26318,1704462739824.053312,0,0,0
26319,1704462739834.056662,0,0,0
26320,1704462739844.056636,0,0,0
26321,1704462739854.053935,0,0,0
26322,1704462739864.073516,0,0,0
26323,1704462739874.053362,0,0,0
26324,1704462739884.061491,0,0,0
26325,1704462739894.100057,0,0,0
26326,1704462739904.164532,0,0,0
26327,1704462739914.225531,0,0,0
26328,1704462739924.054243,0,0,0
26329,1704462739934.054498,0,0,0
26330,1704462739944.054833,0,0,0
26331,1704462739954.057612,0,0,0
26332,1704462739964.055071,0,0,0
26333,1704462739974.056047,0,0,0
26334,1704462739984.063465,0,0,0
26335,1704462739994.055865,0,0,0
26336,1704462740004.055498,0,0,0
26337,1704462740014.110405,0,0,0
26338,1704462740024.160513,0,0,0
26339,1704462740034.210280,0,0,0
26340,1704462740044.353082,0,0,0
26341,1704462740054.125539,0,0,0
26342,1704462740064.177080,0,0,0
26343,1704462740074.362201,0,0,0
26344,1704462740084.057604,0,0,0
26345,1704462740094.057137,0,0,0
26346,1704462740104.057171,0,0,0
26347,1704462740114.058167,0,0,0
26348,1704462740124.058732,0,0,0
26349,1704462740134.059898,0,0,0
26350,1704462740144.061074,0,0,0
26351,1704462740154.058253,0,0,0
26352,1704462740164.058438,0,0,0
26353,1704462740174.059013,0,0,0
26354,1704462740184.087901,0,0,0
26355,1704462740194.195467,0,0,0
26356,1704462740204.059195,0,0,0
26357,1704462740214.059349,0,0,0
26358,1704462740224.070134,0,0,0
26359,1704462740234.059217,0,0,0
26360,1704462740244.059361,0,0,0
26361,1704462740254.059085,0,0,0
26362,1704462740264.059029,0,0,0
26363,1704462740274.060105,0,0,0
26364,1704462740284.060750,0,0,0
26365,1704462740294.099256,0,0,0
26366,1704462740304.127273,0,0,0
26367,1704462740314.207648,0,0,0
26368,1704462740324.063912,0,0,0
26369,1704462740334.238904,0,0,0
26370,1704462740344.182573,0,0,0
26371,1704462740354.257227,0,0,0
26372,1704462740364.061063,0,0,0
26373,1704462740374.064984,0,0,0
26374,1704462740384.062113,0,0,0
26375,1704462740394.061966,0,0,0
26376,1704462740404.061910,0,0,0
26377,1704462740414.099946,0,0,0
26378,1704462740424.062099,0,0,0
26379,1704462740434.062043,0,0,0
26380,1704462740444.062037,0,0,0
26381,1704462740454.062191,0,0,0
26382,1704462740464.120384,0,0,0
26383,1704462740474.164882,0,0,0
26384,1704462740484.243523,1,1,1
26385,1704462740494.101150,1,1,1
26386,1704462740504.154494,1,1,1
26387,1704462740514.237424,1,1,1
26388,1704462740524.064012,1,1,1
26389,1704462740534.063936,1,1,1
26390,1704462740544.064101,1,1,1
26391,1704462740554.064876,1,1,1
26392,1704462740564.065381,1,1,1
26393,1704462740574.065145,1,1,1
26394,1704462740584.063936,1,1,1
26395,1704462740594.065413,1,1,1
26396,1704462740604.108698,1,1,1
26397,1704462740614.066153,1,1,1
26398,1704462740624.065064,1,1,1
26399,1704462740634.064958,1,1,1
26400,1704462740644.064992,1,1,1
26401,1704462740654.069264,1,1,1
26402,1704462740664.065822,1,1,1
26403,1704462740674.114427,1,1,1
26404,1704462740684.122176,0,0,0
26405,1704462740694.118483,0,0,0
26406,1704462740704.187176,0,0,0
26407,1704462740714.086601,0,0,0
26408,1704462740724.116521,0,0,0
26409,1704462740734.169104,0,0,0
26410,1704462740744.219222,0,0,0
26411,1704462740754.273287,0,0,0
26412,1704462740764.066714,0,0,0
26413,1704462740774.067629,0,0,0
26414,1704462740784.068074,0,0,0
26415,1704462740794.075632,0,0,0
26416,1704462740804.068032,0,0,0
26417,1704462740814.068617,0,0,0
26418,1704462740824.112854,0,0,0
26419,1704462740834.154547,0,0,0
26420,1704462740844.069070,0,0,0
26421,1704462740854.081578,0,0,0
26422,1704462740864.138108,0,0,0
