Sample,X(ms) [09.01.2024 18:47:34 625 UTC],"ExecutePWM_DB.I_furnancePower","ExecutePWM_DB.I_tempSetPoint","ExecutePWM_DB.tempAfterScaled","ExecutePWM_DB.I_flowSetPoint","ExecutePWM_DB.flowFlow"
2437,1704826764080.662443,15.189395904541,20,19.8849830627441,2.5,2.49000000953674
2438,1704826764380.657483,15.189395904541,20,19.8900451660156,2.5,2.49000000953674
2439,1704826764680.620639,15.189395904541,20,19.9001731872559,2.5,2.49000000953674
2440,1704826764980.612119,15.0397243499756,20,19.9153652191162,2.5,2.49000000953674
2441,1704826765280.639830,15.0397243499756,20,19.9305553436279,2.5,2.49000000953674
2442,1704826765580.617652,15.0397243499756,20,19.9457454681396,2.5,2.49000000953674
2443,1704826765880.617021,14.6104669570923,20,19.9609375,2.5,2.5
2444,1704826766180.632928,14.6104669570923,20,19.9811916351318,2.5,2.5
2445,1704826766480.632621,14.6104669570923,20,20.0065097808838,2.5,2.5
2446,1704826766780.635425,14.6104669570923,20,20.016637802124,2.5,2.5
2447,1704826767080.639750,14.2590227127075,20,20.0267639160156,2.5,2.5
2448,1704826767380.615199,14.2590227127075,20,20.0318298339844,2.5,2.5
2449,1704826767680.619314,14.2590227127075,20,20.0318298339844,2.5,2.5
2450,1704826767980.617505,14.3267621994019,20,20.0368919372559,2.5,2.5
2451,1704826768280.641479,14.3267621994019,20,20.0318298339844,2.5,2.5
2452,1704826768580.635479,14.3267621994019,20,20.0267639160156,2.5,2.5
2453,1704826768880.618345,14.6235704421997,20,20.016637802124,2.5,2.5
2454,1704826769180.615074,14.6235704421997,20,20.0065097808838,2.5,2.5
2455,1704826769480.623501,14.6235704421997,20,19.9963836669922,2.5,2.5
2456,1704826769780.624821,14.6235704421997,20,19.9963836669922,2.5,2.5
2457,1704826770080.630221,14.9419822692871,20,19.9913196563721,2.5,2.5
2458,1704826770380.642172,14.9419822692871,20,19.986255645752,2.5,2.50999999046326
2459,1704826770680.631145,14.9419822692871,20,19.9811916351318,2.5,2.50999999046326
2460,1704826770980.626652,14.9181413650513,20,19.9811916351318,2.5,2.50999999046326
2461,1704826771280.626981,14.9181413650513,20,19.9761295318604,2.5,2.50999999046326
2462,1704826771580.626732,14.9181413650513,20,19.9660015106201,2.5,2.5
2463,1704826771880.645492,14.9779624938965,20,19.9457454681396,2.5,2.5
2464,1704826772180.624821,14.9779624938965,20,19.9305553436279,2.5,2.5
2465,1704826772480.637968,14.9779624938965,20,19.9153652191162,2.5,2.5
2466,1704826772780.630021,14.9779624938965,20,19.9001731872559,2.5,2.5
2467,1704826773080.649852,15.3735551834106,20,19.8900451660156,2.5,2.5
2468,1704826773380.624825,15.3735551834106,20,19.8900451660156,2.5,2.5
2469,1704826773680.623665,15.3735551834106,20,19.9001731872559,2.5,2.5
2470,1704826773980.666012,15.3374471664429,20,19.9102993011475,2.5,2.50999999046326
2471,1704826774280.613652,15.3374471664429,20,19.9204292297363,2.5,2.50999999046326
2472,1704826774580.611728,15.3374471664429,20,19.9457454681396,2.5,2.5
2473,1704826774880.615199,14.7198534011841,20,19.9558734893799,2.5,2.5
2474,1704826775180.615039,14.7198534011841,20,19.9660015106201,2.5,2.5
2475,1704826775480.610452,14.7198534011841,20,19.9710655212402,2.5,2.5
2476,1704826775780.636759,14.7198534011841,30,19.9710655212402,2.5,2.5
2477,1704826776080.619599,100,30,19.9660015106201,2.5,2.5
2478,1704826776380.607248,100,30,19.9660015106201,2.5,2.5
