Sample,X(ms) [05.01.2024 13:33:02 415 UTC],"firstHeater[%Q0.5]","secondHeater[%Q0.6]","thirdHeater[%Q0.7]"
1083,1704461585716.121569,0,1,1
1084,1704461585726.122893,0,1,1
1085,1704461585736.125741,0,1,1
1086,1704461585746.123038,0,1,1
1087,1704461585756.121849,0,1,1
1088,1704461585766.121600,0,1,1
1089,1704461585776.121342,0,1,1
1090,1704461585786.122888,0,1,1
1091,1704461585796.178094,0,1,1
1092,1704461585806.122391,0,1,1
1093,1704461585816.124528,0,1,1
1094,1704461585826.122416,0,1,1
1095,1704461585836.122308,0,1,1
1096,1704461585846.126759,0,1,1
1097,1704461585856.123866,0,1,1
1098,1704461585866.123287,0,1,1
1099,1704461585876.123280,0,1,1
1100,1704461585886.124985,0,1,1
1101,1704461585896.125348,0,1,1
1102,1704461585906.133035,0,1,1
1103,1704461585916.183412,0,1,1
1104,1704461585926.247144,0,1,1
1105,1704461585936.310034,0,1,1
1106,1704461585946.169293,0,1,1
1107,1704461585956.246590,0,1,1
1108,1704461585966.288090,0,1,1
1109,1704461585976.128553,0,1,1
1110,1704461585986.126883,0,1,1
1111,1704461585996.125222,0,1,1
1112,1704461586006.126877,0,1,1
1113,1704461586016.125046,0,1,1
1114,1704461586026.125129,1,1,1
1115,1704461586036.134870,1,1,1
1116,1704461586046.163666,1,1,1
1117,1704461586056.218040,1,1,1
1118,1704461586066.280250,1,1,1
1119,1704461586076.137574,1,1,1
1120,1704461586086.202118,1,1,1
1121,1704461586096.256322,1,1,1
1122,1704461586106.313461,1,1,1
1123,1704461586116.127314,1,1,1
1124,1704461586126.127317,1,1,1
1125,1704461586136.127209,1,1,1
1126,1704461586146.127101,1,1,1
1127,1704461586156.138725,1,1,1
1128,1704461586166.127266,1,1,1
1129,1704461586176.129122,1,1,1
1130,1704461586186.206139,1,1,1
1131,1704461586196.242139,1,1,1
1132,1704461586206.306863,1,1,1
1133,1704461586216.159318,1,1,1
1134,1704461586226.235013,1,1,1
1135,1704461586236.291822,1,1,1
1136,1704461586246.128908,1,1,1
1137,1704461586256.131285,1,1,1
1138,1704461586266.130416,1,1,1
1139,1704461586276.128926,1,1,1
1140,1704461586286.129108,1,1,1
1141,1704461586296.130103,1,1,1
1142,1704461586306.130025,1,1,1
1143,1704461586316.130187,1,1,1
1144,1704461586326.129999,1,1,1
1145,1704461586336.129882,1,1,1
1146,1704461586346.131587,1,1,1
1147,1704461586356.133303,1,1,1
1148,1704461586366.188028,1,1,1
1149,1704461586376.242803,1,1,1
1150,1704461586386.295504,1,1,1
1151,1704461586396.155795,1,1,1
1152,1704461586406.209287,1,1,1
1153,1704461586416.258382,1,1,1
1154,1704461586426.131897,0,1,1
1155,1704461586436.137680,0,1,1
1156,1704461586446.131851,0,1,1
1157,1704461586456.131874,0,1,1
1158,1704461586466.133289,0,1,1
1159,1704461586476.131959,0,1,1
1160,1704461586486.161707,0,1,1
1161,1704461586496.214639,0,1,1
1162,1704461586506.267320,0,1,1
1163,1704461586516.316384,0,1,1
1164,1704461586526.172988,0,1,1
1165,1704461586536.227963,0,1,1
1166,1704461586546.424424,0,1,1
1167,1704461586556.133811,0,1,1
1168,1704461586566.134114,0,1,1
1169,1704461586576.137022,0,1,1
1170,1704461586586.134710,0,1,1
1171,1704461586596.134963,0,1,1
1172,1704461586606.134525,0,1,1
1173,1704461586616.134978,0,1,1
1174,1704461586626.135832,0,1,1
1175,1704461586636.134712,0,1,1
1176,1704461586646.147589,0,1,1
1177,1704461586656.209998,0,1,1
1178,1704461586666.253993,0,1,1
1179,1704461586676.304520,0,1,1
1180,1704461586686.164710,0,1,1
1181,1704461586696.233832,0,1,1
1182,1704461586706.345274,0,1,1
1183,1704461586716.161551,0,1,1
1184,1704461586726.142087,0,1,1
1185,1704461586736.139124,0,1,1
1186,1704461586746.199780,0,1,1
1187,1704461586756.137175,0,1,1
1188,1704461586766.155863,0,1,1
1189,1704461586776.138673,0,1,1
1190,1704461586786.138395,0,1,1
1191,1704461586796.138026,0,1,1
1192,1704461586806.137578,0,1,1
1193,1704461586816.137650,0,1,1
1194,1704461586826.137462,0,1,1
1195,1704461586836.137605,0,1,1
1196,1704461586846.137547,0,1,1
1197,1704461586856.138431,0,1,1
1198,1704461586866.142722,0,1,1
1199,1704461586876.138887,0,1,1
1200,1704461586886.140422,0,1,1
1201,1704461586896.165822,0,1,1
1202,1704461586906.230746,0,1,1
1203,1704461586916.274601,0,1,1
1204,1704461586926.333734,0,1,1
1205,1704461586936.139683,0,1,1
1206,1704461586946.141649,0,1,1
1207,1704461586956.141892,0,1,1
1208,1704461586966.141133,0,1,1
1209,1704461586976.139873,0,1,1
1210,1704461586986.140907,0,1,1
1211,1704461586996.139968,0,1,1
1212,1704461587006.141823,0,1,1
1213,1704461587016.142247,0,1,1
1214,1704461587026.142199,1,1,1
1215,1704461587036.180964,1,1,1
1216,1704461587046.240478,1,1,1
1217,1704461587056.299491,1,1,1
1218,1704461587066.196090,1,1,1
1219,1704461587076.233883,1,1,1
1220,1704461587086.299568,1,1,1
1221,1704461587096.154549,1,1,1
1222,1704461587106.144432,1,1,1
1223,1704461587116.147230,1,1,1
1224,1704461587126.143545,1,1,1
1225,1704461587136.224870,1,1,1
1226,1704461587146.223600,1,1,1
1227,1704461587156.277013,1,1,1
1228,1704461587166.173361,1,1,1
1229,1704461587176.142615,1,1,1
1230,1704461587186.142307,1,1,1
1231,1704461587196.143572,1,1,1
1232,1704461587206.143604,1,1,1
1233,1704461587216.144438,1,1,1
1234,1704461587226.144571,1,1,1
1235,1704461587236.143371,1,1,1
1236,1704461587246.144506,1,1,1
1237,1704461587256.144638,1,1,1
1238,1704461587266.145041,1,1,1
1239,1704461587276.193374,1,1,1
1240,1704461587286.249121,1,1,1
1241,1704461587296.302724,1,1,1
1242,1704461587306.163405,1,1,1
1243,1704461587316.218231,1,1,1
1244,1704461587326.277815,1,1,1
1245,1704461587336.330706,1,1,1
1246,1704461587346.144930,1,1,1
1247,1704461587356.162215,1,1,1
1248,1704461587366.147359,1,1,1
1249,1704461587376.146270,1,1,1
1250,1704461587386.154367,1,1,1
1251,1704461587396.146325,1,1,1
1252,1704461587406.152479,1,1,1
1253,1704461587416.194800,1,1,1
1254,1704461587426.291604,0,1,1
1255,1704461587436.155101,0,1,1
1256,1704461587446.212180,0,1,1
1257,1704461587456.267987,0,1,1
1258,1704461587466.350785,0,1,1
1259,1704461587476.147566,0,1,1
1260,1704461587486.148129,0,1,1
1261,1704461587496.149074,0,1,1
1262,1704461587506.150188,0,1,1
1263,1704461587516.149639,0,1,1
1264,1704461587526.148400,0,1,1
1265,1704461587536.148823,0,1,1
